"Domain","Topic","Data Source","Variable Name","Variable Label"
"1. social context","Demographics","ACS","ACS_PCT_VET_countylevel","Percentage of the civilian population consisting of veterans (ages 18 and over)"
"3. education","Attainment","ACS","ACS_PCT_VET_BACHELOR_countylevel","Percentage of civilian veterans that have a bachelor's degree or higher (ages 25 and over)"
"3. education","Attainment","ACS","ACS_PCT_VET_COLLEGE_countylevel","Percentage of civilian veterans that have some college education or an associate's degree (ages 25 and over)"
"1. social context","Disability","ACS","ACS_PCT_VET_DISABLE_18_64_countylevel","Percentage of civilian veterans with a disability (between ages 18 and 64)"
"3. education","Attainment","ACS","ACS_PCT_VET_HS_countylevel","Percentage of civilian veterans who are high school graduates or less than high school graduates (age 25 years and over)"
"2. economic context","Employment","ACS","ACS_PCT_VET_LABOR_FORCE_18_64_countylevel","Percentage of civilian veterans in labor force (between ages 18 and 64)"
"2. economic context","Poverty","ACS","ACS_PCT_VET_POV_18_64_countylevel","Percentage of civilian veterans with income below the poverty level in past 12 months (between ages 18 and 64)"
"2. economic context","Employment","ACS","ACS_PCT_VET_UNEMPL_18_64_countylevel","Percentage of civilian veterans that are unemployed (between ages 18 and 64)"
"1. social context","Demographics","ACS","ACS_PCT_VIETNAM_countylevel","Percentage of the civilian veteran population that served in the Vietnam era (ages 18 and over)"
"4. physical infrastructure","Transportation","ACS","ACS_PCT_WALK_2WORK_countylevel","Percentage of workers walking to work (ages 16 and over)"
"1. social context","Demographics","ACS","ACS_PCT_WHITE_countylevel","Percentage of population reporting White race alone"
"1. social context","Demographics","ACS","ACS_PCT_WHITE_COMB_countylevel","Percentage of population reporting White alone or in combination with one or more races"
"1. social context","Demographics","ACS","ACS_PCT_WHITE_FEMALE_countylevel","Percentage of White non-Hispanic alone population reporting female"
"1. social context","Demographics","ACS","ACS_PCT_WHITE_MALE_countylevel","Percentage of White non-Hispanic alone population reporting male"
"1. social context","Demographics","ACS","ACS_PCT_WHITE_NONHISP_countylevel","Percentage of non-Hispanic population reporting White race alone"
"2. economic context","Employment","ACS","ACS_PCT_WHOLESALE_countylevel","Percentage of employed working in wholesale trade (ages 16 and over)"
"1. social context","Demographics","ACS","ACS_PCT_WIDOWED_F_countylevel","Percentage of female population now widowed (ages 15 and over)"
"1. social context","Demographics","ACS","ACS_PCT_WIDOWED_M_countylevel","Percentage of male population now widowed (ages 15 and over)"
"4. physical infrastructure","Transportation","ACS","ACS_PCT_WORK_NO_CAR_countylevel","Percentage of workers in households with no vehicle available (ages 16 and over)"
"2. economic context","Employment","ACS","ACS_PCT_WORK_RES_F_countylevel","Percentage of female population who worked in place of residence (ages 16 and over)"
"2. economic context","Employment","ACS","ACS_PCT_WORK_RES_M_countylevel","Percentage of male population who worked in place of residence (ages 16 and over)"
"2. economic context","Income","ACS","ACS_PER_CAPITA_INC_countylevel","Per capita income (dollars, inflation-adjusted to data file year)"
"2. economic context","Employment","ACS","ACS_TOT_CIVIL_EMPLOY_POP_countylevel","Total civilian employed population (ages 16 and over)"
"1. social context","Demographics","ACS","ACS_TOT_CIVIL_NONINST_POP_countylevel","Total civilian noninstitutionalized population"
"2. economic context","Poverty","ACS","ACS_TOT_CIVIL_NONINST_POP_POV_countylevel","Total civilian noninstitutionalized population for whom poverty status is determined"
"1. social context","Demographics","ACS","ACS_TOT_CIVIL_POP_ABOVE18_countylevel","Total civilian population (ages 18 and over)"
"2. economic context","Poverty","ACS","ACS_TOT_CIVIL_POP_POV_countylevel","Total civilian population for whom poverty status is determined (ages 18 and over)"
"1. social context","Demographics","ACS","ACS_TOT_CIVIL_VET_POP_countylevel","Total number of civilian veterans (ages 18 and over)"
"1. social context","Demographics","ACS","ACS_TOT_CIVIL_VET_POP_ABOVE25_countylevel","Total civilian population who are veterans (ages 25 and over)"
"1. social context","Living conditions","ACS","ACS_TOT_GRANDCHILDREN_GP_countylevel","Total grandchildren under 18 living with grandparent householder"
"1. social context","Demographics","ACS","ACS_TOT_HH_countylevel","Total number of households"
"4. physical infrastructure","Housing","ACS","ACS_TOT_HU_countylevel","Total housing units"
"1. social context","Demographics","ACS","ACS_TOT_OWN_CHILD_BELOW17_countylevel","Total own children (ages 17 and below)"
"1. social context","Demographics","ACS","ACS_TOT_POP_16_19_countylevel","Total population (between ages 16 and 19)"
"1. social context","Demographics","ACS","ACS_TOT_POP_ABOVE15_countylevel","Total population (ages 15 and over)"
"1. social context","Demographics","ACS","ACS_TOT_POP_ABOVE16_countylevel","Total population (ages 16 and over)"
"1. social context","Demographics","ACS","ACS_TOT_POP_ABOVE25_countylevel","Total population (ages 25 and over)"
"1. social context","Demographics","ACS","ACS_TOT_POP_ABOVE5_countylevel","Total population (ages 5 and over)"
"2. economic context","Poverty","ACS","ACS_TOT_POP_POV_countylevel","Total population for whom poverty status is determined"
"1. social context","Demographics","ACS","ACS_TOT_POP_US_ABOVE1_countylevel","Total population in the U.S. (ages 1 and over)"
"1. social context","Demographics","ACS","ACS_TOT_POP_WT_countylevel","Total weighted population"
"2. economic context","Employment","ACS","ACS_TOT_CIVILIAN_LABOR_countylevel","Total population in the civilian labor force (ages 16 and over)"
"2. economic context","Employment","ACS","ACS_TOT_WORKER_HH_countylevel","Total workers in households (ages 16 and over)"
"2. economic context","Employment","ACS","ACS_TOT_WORKER_NWFH_countylevel","Total workers who do not work from home (ages 16 and over)"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_ADV_NURSES_RATE_countylevel","Total number of advanced practice registered nurses with NPI per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_ALLERGY_IMM_RATE_countylevel","Total number of non-federal allergy and immunology specialists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_ANESTH_RATE_countylevel","Total number of non-federal anesthesiologists per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_ARBRNE_STNGLT_ISO_ROOM_RATE_countylevel","Total number of airborne infection isolation rooms in short-term, non-general, and long-term hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_ARBRNE_ST_G_ISO_HOSPS_RATE_countylevel","Total number of short-term general hospitals with airborne infection isolation rooms per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_ARBRNE_ST_G_ISO_ROOMS_RATE_countylevel","Total number of airborne infection isolation rooms in short-term general hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_CARDIAC_IC_BEDS_RATE_countylevel","Total number of short-term general hospital cardiac intensive care beds per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_CARDIAC_IC_HOSP_RATE_countylevel","Total number of short-term general hospitals with cardiac intensive care per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_CARDIOVAS_SPEC_RATE_countylevel","Total number of cardiovascular disease specialists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_CHLD_PSYCH_RATE_countylevel","Total number of non-federal child psychiatrists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_CLIN_NURSE_SPEC_RATE_countylevel","Total number of clinical nurse specialists with NPI per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_COLON_SRG_RATE_countylevel","Total number of colorectal surgeons per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_DENTISTS_RATE_countylevel","Total number of dentists with NPI per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_DERMATOLOGY_RATE_countylevel","Total number of dermatology specialists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_ER_MED_RATE_countylevel","Total number of non-federal emergency medicine physicians per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_GASTROENTEROLOGY_RATE_countylevel","Total number of gastroenterology specialists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_GENRL_SURG_RATE_countylevel","Total number of general surgeons per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_GEN_INTERNAL_MED_RATE_countylevel","Total number of non-federal general internal medicine physicians per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_GEN_PREV_RATE_countylevel","Total number of non-federal general preventive medicine specialists per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_HOSPS_RATE_countylevel","Total number of hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_HOSP_BEDS_LT_RATE_countylevel","Total number of beds in long-term hospital per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_HOSP_BED_RATE_countylevel","Total number of hospital beds per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_HOSP_MOBILE_RATE_countylevel","Total number of hospitals with mobile health services per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_HOSP_TEACHING_countylevel","Total number of teaching hospitals"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_HPSA_DENTIST_countylevel","Health Professional Shortage Area (HPSA) code-shortage of dentists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_HPSA_MENTAL_countylevel","Health Professional Shortage Area (HPSA) code-shortage of mental healthcare providers"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_HPSA_PRIM_countylevel","Health Professional Shortage Area (HPSA) code-shortage of primary care physicians"
"5. healthcare context","Utilization and costs","AHRF","AHRF_IP_DAY_NH_HOSP_RATE_countylevel","Total number of hospital inpatient days including nursing homes per 1,000 population"
"5. healthcare context","Utilization and costs","AHRF","AHRF_IP_DAY_STNG_LT_RATE_countylevel","Total number of inpatient days in short-term, non-general, and long-term hospitals per 1,000 population"
"5. healthcare context","Utilization and costs","AHRF","AHRF_IP_DAY_ST_G_HOSP_RATE_countylevel","Total number of inpatient days in short-term general hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_LT_HOSP_RATE_countylevel","Total number of long-term hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_MCR_BN_READM_RATE_countylevel","Total number of Medicare beneficiary hospital readmission rate, fee for service"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_MDS_RATE_countylevel","Total number of non-federal MDs per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_MEDSURGIC_BEDS_RATE_countylevel","Total number of short-term general hospital intensive care beds per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_MEDSURGIC_HOSP_RATE_countylevel","Total number of short-term general hospitals with medical surgical intensive care per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_MED_SPEC_RATE_countylevel","Total number of medical specialists per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_NEONATALIC_BEDS_RATE_countylevel","Total number of short-term general hospital neonatal intensive care beds per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_NEONATALIC_HOSP_RATE_countylevel","Total number of short-term general hospitals with neonatal intensive care per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_NEUROLOGICAL_SURG_RATE_countylevel","Total number of neurological surgeons per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_NH_BED_STNGH_RATE_countylevel","Total number of short-term non-general hospital nursing home beds per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_NURSE_ANESTH_RATE_countylevel","Total number of certified registered nurse anesthetists with NPI per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_NURSE_MIDWIVES_RATE_countylevel","Total number of advanced practice nurse midwives with NPI per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_NURSE_PRACT_RATE_countylevel","Total number of nurse practitioners with NPI per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_OB_GYN_RATE_countylevel","Total number of non-federal obstetric gynecologists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_OPHTHALMOLOGY_RATE_countylevel","Total number of ophthalmology specialists per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_OPRT_ROOM_RATE_countylevel","Total number of operating rooms in short-term general hospitals per 1,000 population"
"5. healthcare context","Utilization and costs","AHRF","AHRF_OP_VST_LT_ER_OP_RATE_countylevel","Total number of outpatient visits in long-term hospital emergency departments per 1,000 population"
"5. healthcare context","Utilization and costs","AHRF","AHRF_OP_VST_ST_G_ER_OP_RATE_countylevel","Total number of outpatient visits in short-term general hospital emergency department and other outpatient visits per 1,000 population"
"5. healthcare context","Utilization and costs","AHRF","AHRF_OP_VST_ST_G_OTHR_RATE_countylevel","Total number of outpatient visits in other short-term general hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_ORTH_SURG_RATE_countylevel","Total number of non-federal orthopedic surgeons per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_OTHER_SPEC_RATE_countylevel","Total number of other specialists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_OTOLARYNGOLOGY_RATE_countylevel","Total number of otolaryngology specialists per 1,000 population"
"5. healthcare context","Health insurance status","AHRF","AHRF_PCT_PRESC_PEN_countylevel","Percentage of Medicare eligible beneficiaries enrolled in a prescription drug plan per 100 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_PEDIATRICS_RATE_countylevel","Total number of non-federal pediatric and general physicians per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_PHYSICIAN_ASSIST_RATE_countylevel","Total number of physician assistants with NPI per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_PHYS_PRIMARY_RATE_countylevel","Total number of non-federal primary care physicians per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_PLASTIC_SURG_RATE_countylevel","Total number of plastic surgeons per 1,000 population"
"5. healthcare context","Health insurance status","AHRF","AHRF_PRESC_ENROLLMENT_countylevel","Total number of Medicare prescription drug plan enrollees"
"5. healthcare context","Utilization and costs","AHRF","AHRF_PREV_HOSP_RATE_countylevel","Preventable hospital stays rate"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_PSYCH_RATE_countylevel","Total number of non-federal psychiatrists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_PULMONARY_SPEC_RATE_countylevel","Total number of pulmonary disease specialists per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_RADI_RATE_countylevel","Total number of non-federal radiologists per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_RURL_REFRRL_CNT_RATE_countylevel","Total number of rural referral centers per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_ST_COMM_HOSP_RATE_countylevel","Total number of short-term community hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_ST_G_HOSP_BED_RATE_countylevel","Total number of short-term general hospital beds per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_ST_G_HOSP_RATE_countylevel","Total number of short-term general hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_ST_N_G_HOSP_RATE_countylevel","Total number of short-term non-general hospitals per 1,000 population"
"5. healthcare context","Utilization and costs","AHRF","AHRF_SURG_OPRN_IP_RATE_countylevel","Total number of inpatient surgical operations in short-term general hospitals per 1,000 population"
"5. healthcare context","Utilization and costs","AHRF","AHRF_SURG_OPRN_OP_RATE_countylevel","Total number of outpatient surgical operations in short-term general hospitals per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_SURG_SPECS_RATE_countylevel","Total number of surgical specialists  per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_THORACIC_SURG_RATE_countylevel","Total number of thoracic surgeons per 1,000 population"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_ADV_NURSES_countylevel","Total number of advanced practice registered nurses with NPI"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_ALLERGY_IMM_countylevel","Total number of non-federal allergy and immunology specialists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_ANESTH_countylevel","Total number of non-federal anesthesiologists"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_ARBRNE_STNGLT_ISO_ROOM_countylevel","Total number of airborne infection isolation rooms in short-term, non-general, and long-term hospitals"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_ARBRNE_ST_G_ISO_HOSPS_countylevel","Total number of short-term general hospitals with airborne infection isolation rooms"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_ARBRNE_ST_G_ISO_ROOMS_countylevel","Total number of airborne infection isolation rooms in short-term general hospitals"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_CARDIAC_IC_BEDS_countylevel","Total number of short-term general hospital cardiac intensive care beds"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_CARDIAC_IC_HOSP_countylevel","Total number of short-term general hospitals with cardiac intensive care"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_CARDIOVAS_SPEC_countylevel","Total number of cardiovascular disease specialists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_CHLD_PSYCH_countylevel","Total number of non-federal child psychiatrists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_CLIN_NURSE_SPEC_countylevel","Total number of clinical nurse specialists with NPI"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_COLON_SRG_countylevel","Total number of colorectal surgeons"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_DENTISTS_countylevel","Total number of dentists with NPI"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_DERMATOLOGY_countylevel","Total number of dermatology specialists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_ER_MED_countylevel","Total number of non-federal emergency medicine physicians"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_ER_VST_ST_G_HOSP_countylevel","Total number of emergency department visits in short-term general hospitals"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_GASTROENTEROLOGY_countylevel","Total number of gastroenterology specialists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_GENRL_SURG_countylevel","Total number of general surgeons"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_GEN_INTERNAL_MED_countylevel","Total number of non-federal general internal medicine physicians"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_GEN_PREV_countylevel","Total number of non-federal general preventive medicine specialists"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_HOSPS_countylevel","Total number of hospitals"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_HOSP_ADMISSIONS_countylevel","Total number of hospital admissions"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_HOSP_BED_countylevel","Total number of hospital beds"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_HOSP_BEDS_LT_countylevel","Total number of beds in long-term hospital"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_HOSP_MOBILE_countylevel","Total number of hospitals with mobile health services"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_LT_HOSP_countylevel","Total number of long-term hospitals"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_MCR_BN_READM_countylevel","Total number of Medicare beneficiary acute hospital readmissions, fee for service"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_MCR_IP_DAY_ST_G_countylevel","Total Medicare inpatient days, short-term general hospitals"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_MDCD_IP_DAY_ST_G_countylevel","Total Medicaid inpatient days, short-term general hospitals"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_MDCR_FFS_ACT_COST_countylevel","Total actual Medicare costs, fee for service (dollars)"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_MDCR_FFS_STD_COST_countylevel","Total standardized Medicare costs, fee for service (dollars)"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_MDS_countylevel","Total number of non-federal MDs"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_MEDSURGIC_BEDS_countylevel","Total number of short-term general hospital intensive care beds"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_MEDSURGIC_HOSP_countylevel","Total number of short-term general hospitals with medical surgical intensive care"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_MED_SPEC_countylevel","Total number of medical specialists"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_NEONATALIC_BEDS_countylevel","Total number of short-term general hospital neonatal intensive care beds"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_NEONATALIC_HOSP_countylevel","Total number of short-term general hospitals with neonatal intensive care"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_NEUROLOGICAL_SURG_countylevel","Total number of neurological surgeons"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_NH_BED_STNGH_countylevel","Total number of short-term non-general hospital nursing home beds"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_NURSE_ANESTH_countylevel","Total number of certified registered nurse anesthetists with NPI"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_NURSE_MIDWIVES_countylevel","Total number of advanced practice nurse midwives with NPI"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_NURSE_PRACT_countylevel","Total number of nurse practitioners with NPI"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_N_ST_G_EXP_countylevel","Total number of short-term general hospitals reporting expenses"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_N_ST_G_EXP_1000_countylevel","Total expenses from short-term general hospitals reporting expenses (dollars in $1,000s)"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_N_ST_G_PAYRLL_countylevel","Total number of short-term general hospitals reporting payroll expenses"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_N_ST_G_PAYRLL_1000_countylevel","Total payroll expenses from short-term general hospitals reporting payroll expenses (dollars in $1,000s)"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_OB_GYN_countylevel","Total number of non-federal obstetric gynecologists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_OPHTHALMOLOGY_countylevel","Total number of ophthalmology specialists"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_OPRT_ROOM_countylevel","Total number of operating rooms in short-term general hospitals"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_ORTH_SURG_countylevel","Total number of non-federal orthopedic surgeons"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_OTHER_SPEC_countylevel","Total number of other specialists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_OTOLARYNGOLOGY_countylevel","Total number of otolaryngology specialists"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_OUTPAT_VST_STNGH_countylevel","Total number of outpatient visits in short-term non-general hospital emergency department and other outpatient visits"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_PEDIATRICS_countylevel","Total number of non-federal pediatric and general physicians"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_PHYSICIAN_ASSIST_countylevel","Total number of physician assistants with NPI"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_PHYS_PRIMARY_countylevel","Total number of non-federal primary care physicians"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_PLASTIC_SURG_countylevel","Total number of plastic surgeons"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_PSYCH_countylevel","Total number of non-federal psychiatrists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_PULMONARY_SPEC_countylevel","Total number of pulmonary disease specialists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_RADI_countylevel","Total number of non-federal radiologists"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_RURL_REFRRL_CNT_countylevel","Total number of rural referral centers"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_STNG_LT_HOSP_ADMS_countylevel","Total number of short-term, non-general, and long-term hospital admissions"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_ST_COMM_HOSP_countylevel","Total number of short-term community hospitals"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_ST_COMM_HOSP_ADMS_countylevel","Total number of short-term community hospital admissions"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_ST_G_HOSP_countylevel","Total number of short-term general hospitals"
"5. healthcare context","Utilization and costs","AHRF","AHRF_TOT_ST_G_HOSP_ADMS_countylevel","Total number of short-term general hospital admissions"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_ST_G_HOSP_BED_countylevel","Total number of short-term general hospital beds"
"5. healthcare context","Characteristics of health care facilities","AHRF","AHRF_TOT_ST_N_G_HOSP_countylevel","Total number of short-term non-general hospitals"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_SURG_SPECS_countylevel","Total number of surgical specialists"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_THORACIC_SURG_countylevel","Total number of thoracic surgeons"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_TOT_UROL_countylevel","Total number of non-federal urologists"
"2. economic context","Employment","AHRF","AHRF_UNEMPLOYED_RATE_countylevel","Unemployment rate per 100 population (ages 16 and over)"
"5. healthcare context","Characteristics of health care providers","AHRF","AHRF_UROL_RATE_countylevel","Total number of non-federal urologists per 1,000 population"
"1. social context","Demographics","AHRF","AHRF_VET_countylevel","Estimate of veteran population"
"1. social context","Demographics","AHRF","AHRF_VET_FEMALE_countylevel","Estimate of female veteran population"
"1. social context","Demographics","AHRF","AHRF_VET_MALE_countylevel","Estimate of male veteran population"
"5. healthcare context","Characteristics of health care facilities","AMFAR","AMFAR_MEDSAFAC_RATE_countylevel","Total number of substance abuse services facilities accepting Medicaid per 1,000 population"
"5. healthcare context","Health Behaviors","AMFAR","AMFAR_OPIOIDRX_RATE_countylevel","Total number of opioid prescriptions per 100 population"
"5. healthcare context","Characteristics of health care facilities","AMFAR","AMFAR_TOT_MEDSAFAC_countylevel","Total number of substance abuse services facilities accepting Medicaid"
"1. social context","Demographics","CCBP","CCBP_ANNUAL_TOT_POP_countylevel","Total Census County Population"
"4. physical infrastructure","Industry composition","CCBP","CCBP_BWLSTORES_RATE_countylevel","Total number of beer, wine and liquor stores per 1,000 people"
"4. physical infrastructure","Food Access","CCBP","CCBP_CFS_RATE_countylevel","Total number of community food services per 1,000 people"
"4. physical infrastructure","Social services","CCBP","CCBP_CHILD_RATE_countylevel","Total number of child day care services per 1,000 people"
"4. physical infrastructure","Housing","CCBP","CCBP_CHS_RATE_countylevel","Total number of community housing services per 1,000 people"
"4. physical infrastructure","Food Access","CCBP","CCBP_CS_RATE_countylevel","Total number of convenience stores per 1,000 people"
"4. physical infrastructure","Access to Exercise","CCBP","CCBP_FCRSC_RATE_countylevel","Total number of fitness centers and recreational sports centers per 1,000 people"
"4. physical infrastructure","Food Access","CCBP","CCBP_FF_RATE_countylevel","Total number of limited service restaurants (fast food establishments) per 1,000 people"
"4. physical infrastructure","Food Access","CCBP","CCBP_FSR_RATE_countylevel","Total number of full service restaurants per 1,000 people"
